Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Windows,Power_Seats,Power,Torque,Odometer,Speedometer,Tachometer,Seating_Capacity,Seats_Material,Front_Track,Rear_Track,Wheels_Size,Kerb_Weight,Gross_Vehicle_Weight,Type,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty_Years,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Basic_Warranty_Distance
Maruti Suzuki,Alto K10,Vxi (O),407238,998,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1460,3620,1475,Hatchback,5,14,5,160,Ventilated Disc,Drum,Only Front Windows,None,68PS,90Nm,Digital,Analog,Analog,5,Fabric,1295 mm,1290 mm,155/65R13,755 kg,1210 kg,Manual,No,Yes,No,No,2,No,Internal,177 litres,Yes,Yes,Yes,Digital,Front,No,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,Driver frontal airbag,No,No,Yes,No,1,None,Yes,Yes,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,40000
Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998,3,4,FWD,4,"Front, Transverse",Injection,35,CNG,1475,3545,1490,Hatchback,5,32.26,5,160,Ventilated Disc,Drum,None,None,59PS,78Nm,Digital,Analog,None,5,Fabric,1295 mm,1290 mm,155/65R13,740 kg,1210 kg,Manual,No,No,No,No,0,No,Internal,177 litres,No,No,Yes,,Front,No,Front,Yes,,No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,Driver frontal airbag,No,No,No,No,1,None,No,No,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,5,160,Ventilated Disc,Drum,Only Front Windows,None,68PS,90Nm,Digital,Analog,Analog,5,Fabric,1295 mm,1290 mm,155/65R13,755 kg,1210 kg,Automatic,No,Yes,No,No,0,No,Internal,177 litres,Yes,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,Driver frontal airbag,No,No,Yes,No,1,None,Yes,Yes,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,D,374990,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.1,5,180,Ventilated Disc,Drum,Only Front Windows,None,68PS,104Nm,Digital,Analog,Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,No,Yes,2,No,"Internal, With Remote",265 litres,No,Yes,Yes,,Not on offer,Yes,None,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,No,No,No,No,None,None,Yes,Yes,Manual Adjustment,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T,468229,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.1,5,180,Ventilated Disc,Drum,All Windows,None,68PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,Internal,265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T (O),502492,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,180,Ventilated Disc,Drum,All Windows,None,68PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,"Internal, With Remote",265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,No,2,Rear sensors,No,Yes,No,No,No,None,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,A (O),499990,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,180,Ventilated Disc,Drum,All Windows,None,68PS,104Nm,Digital,Analog,Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,No,Yes,2,No,Internal,265 litres,No,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,No,No,No,No,None,None,Yes,Yes,Manual Adjustment,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,A,469990,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,180,Ventilated Disc,Drum,Only Front Windows,None,68PS,104Nm,Digital,Analog,Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,No,Yes,2,No,Internal,265 litres,No,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,No,No,No,No,None,None,Yes,Yes,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T Vdc,528464,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.1,5,180,Ventilated Disc,Drum,All Windows,None,68PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,Internal,265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T (O) Vdc,553015,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,180,Ventilated Disc,Drum,All Windows,None,68PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,"Internal, With Remote",265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,No,2,Rear sensors,No,Yes,No,No,No,None,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T Cvt,594464,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.1,5,180,Ventilated Disc,Drum,All Windows,None,78PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,Internal,265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,Rear sensors,No,Yes,No,No,No,None,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Datsun,Go,T (O) Cvt,618015,1198,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,180,Ventilated Disc,Drum,All Windows,None,78PS,104Nm,Digital,Analog,Analog + Digital,5,Fabric,1440 mm,1445 mm,155/70R13,864 kg,,Manual,No,Yes,Yes,Yes,2,No,"Internal, With Remote",265 litres,No,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,No,2,Rear sensors,No,Yes,Yes,Yes,No,Touch Sensitive,None,Yes,Yes,Manual Adjustment,Yes,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Maruti Suzuki,Celerio Tour,H2,422444,998,3,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,5,165,Ventilated Disc,Drum,None,None,68PS,90Nm,Digital,Analog,None,5,Fabric,1420 mm,1410 mm,155/80R13,830 kg,1250 kg,Manual,No,No,No,Yes,2,No,Manual,235 litres,No,No,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,2,None,Yes,No,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,40000
Maruti Suzuki,Celerio Tour,H2 Cng,480670,998,3,4,FWD,4,"Front, Transverse",Injection,60,CNG,1560,3695,1600,Hatchback,5,31.76,5,165,Ventilated Disc,Drum,All Windows,None,59bhp,78Nm,Digital,Analog,None,5,Fabric,1420 mm,1410 mm,165/70R14,915 kg,1350 kg,Manual,No,No,No,Yes,2,No,Manual,235 litres,No,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,No,No,2,None,Yes,No,No,No,No,None,None,No,No,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,40000
Hyundai,Santro,Era Mt,429990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Ventilated Disc,Drum,Only Front Windows,None,69PS,99.04nm,Analog,Analog,Analog,5,Fabric,"1,476 (R13) mm","1,494 (R13) mm",,,,Manual,No,Yes,No,Yes,0,No,"With Remote, Internal",,No,No,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,No,"Internal, Remote",Digital,Manual,Analog,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,Yes,1,None,Yes,No,No,No,No,None,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Magna Mt,503990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Ventilated Disc,Drum,All Windows,None,69PS,99.04nm,Analog,Analog,Analog,5,Fabric,1476 mm,1494 mm,,,,Manual,No,Yes,No,Yes,0,No,"With Remote, Manual, Internal",,No,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,Yes,1,None,Yes,No,No,No,No,None,None,Yes,No,Manual Adjustment,No,Yes,Yes,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Magna Mt Cng,547990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,CNG,1560,3610,1645,Hatchback,4,30.48,5,160,Ventilated Disc,Drum,All Windows,None,59PS,99.04nm,Digital,Digital,Analog,5,Fabric,1476 mm,1494 mm,,,,Manual,No,Yes,No,Yes,0,No,"With Remote, Manual, Internal",,No,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,No,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,Yes,1,None,Yes,No,No,No,No,None,None,Yes,No,Manual Adjustment,No,Yes,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Magna Amt,530990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Solid Disc,Drum,All Windows,None,69PS,10.1kgm,Analog,Analog,Analog,5,Fabric,1476 mm,1494 mm,155/80 R13,,,AMT,No,Yes,Yes,Yes,0,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,No,1,None,Yes,Yes,No,No,No,Yes,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,Yes,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Sportz Mt,512990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Solid Disc,Drum,All Windows,None,69PS,10.1kgm,Analog,Analog,Analog,5,Fabric,1463 mm,1481 mm,165/70 R14,,,Manual,No,Yes,Yes,Yes,0,Yes,"Manual, Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,Yes,1,None,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Sportz Mt Cng,578990,1086,4,4,FWD,4,"Front, Transverse",Injection,60,CNG,1560,3610,1645,Hatchback,4,30.48,5,160,Solid Disc,Drum,All Windows,None,59PS,8.3KGM,Analog,Analog,Analog,5,Fabric,1463 mm,1481 mm,165/70 R14,,,Manual,No,Yes,Yes,Yes,0,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,No,1,None,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Sportz Amt,570990,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Solid Disc,Drum,All Windows,None,69PS,10.1kgm,Analog,Analog,Analog,5,Fabric,1463 mm,1481 mm,165/70 R14,,,AMT,No,Yes,Yes,Yes,0,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,Driver frontal airbag,Yes,Yes,Yes,No,1,None,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Hyundai,Santro,Asta Mt,556490,1086,4,4,FWD,4,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,20.3,5,160,Ventilated Disc,Drum,All Windows,None,69PS,99.04nm,Analog,Analog,Analog,5,Fabric,1463 mm,1481 mm,,,,Manual,No,Yes,Yes,Yes,0,Yes,"Manual, With Remote, Internal",,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Tata,Tiago,Revotron Xe,460000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3765,1677,Hatchback,5,23,5,160,Ventilated Disc,Drum,None,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,,,155/80 R13,935 kg,,Manual,No,Yes,No,Yes,2,No,"Internal, With Remote",,No,No,Yes,Yes,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",No,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,No,Yes,2,Rear sensors,Yes,No,No,No,Yes,None,None,Yes,No,None,No,No,No,None,No,Yes,No,None,No,No,No,No,No,No,No,No,,No,No,,,75000
Tata,Tiago,Revotron Xt,520000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,170,Ventilated Disc,Drum,All Windows,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,1400 mm,1420 mm,175/65 R14,930 kg,,Manual,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",242 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,No,No,None,No,Yes,Yes,None,No,No,No,No,No,No,No,No,,No,No,,,75000
Tata,Tiago,Revotron Xz,570000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,170,Ventilated Disc,Drum,All Windows,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,1400 mm,1420 mm,175/65 R14,930 kg,,Manual,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",242 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,No,No,None,No,Yes,Yes,None,No,No,No,No,No,No,No,No,,No,No,,,75000
Tata,Tiago,Revotron Xz Plus,599000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,170,Ventilated Disc,Drum,All Windows,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,1400 mm,1420 mm,175/65 R14,930 kg,,Manual,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",242 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,No,No,None,No,Yes,Yes,None,No,No,No,No,No,No,No,No,,No,No,,,75000
Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,170,Ventilated Disc,Drum,All Windows,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,1400 mm,1420 mm,175/65 R14,930 kg,,Manual,No,Yes,Yes,Yes,2,Yes,"With Remote, Internal",242 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,4.9 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front and rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,No,No,None,No,Yes,Yes,None,No,No,No,No,No,No,No,No,,No,No,,,75000
Tata,Tiago,Revotron Xza,620000,1199,3,4,FWD,6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,170,Solid Disc,Drum,All Windows,None,86PS,114NM,Digital,Analog,Analog,5,Fabric,1400 mm,1420 mm,,930 kg,,AMT,No,Yes,Yes,Yes,0,Yes,"Internal, With Remote",240 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,"Internal, Remote",Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,"Normal, Eco, Sport",Yes,Yes,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,No,No,None,No,Yes,Yes,None,No,No,No,No,No,No,No,No,,No,No,,,0
